"1","xz","C语言发明者是谁？","B","A.詹姆斯·高斯林","B.丹尼斯·里奇","C.林纳斯·托瓦兹","D.严蔚敏","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"2","xz","研究数据结构就是研究（）","D","A.数据的逻辑结构","B.数据的存储结构","C.数据的逻辑结构和存储结构","D.数据的逻辑结构、存储结构及其基本操作","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"3","xz","算法的时间复杂度是指（）","D","A.执行算法程序锁需要的时间","B.算法程序中的指令条数","C.算法程序的长度","D.分析算法的易懂性和文档性","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"4","xz","C语言发明者是谁？","B","A.詹姆斯·高斯林","B.丹尼斯·里奇","C.林纳斯·托瓦兹","D.严蔚敏","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"5","xz","研究数据结构就是研究（）","D","A.数据的逻辑结构","B.数据的存储结构","C.数据的逻辑结构和存储结构","D.数据的逻辑结构、存储结构及其基本操作","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"6","xz","算法的时间复杂度是指（）","D","A.执行算法程序锁需要的时间","B.算法程序中的指令条数","C.算法程序的长度","D.分析算法的易懂性和文档性","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"7","xz","C语言发明者是谁？","B","A.詹姆斯·高斯林","B.丹尼斯·里奇","C.林纳斯·托瓦兹","D.严蔚敏","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"8","xz","研究数据结构就是研究（）","D","A.数据的逻辑结构","B.数据的存储结构","C.数据的逻辑结构和存储结构","D.数据的逻辑结构、存储结构及其基本操作","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"9","xz","算法的时间复杂度是指（）","D","A.执行算法程序锁需要的时间","B.算法程序中的指令条数","C.算法程序的长度","D.分析算法的易懂性和文档性","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"10","xz","C语言发明者是谁？","B","A.詹姆斯·高斯林","B.丹尼斯·里奇","C.林纳斯·托瓦兹","D.严蔚敏","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"11","xz","研究数据结构就是研究（）","D","A.数据的逻辑结构","B.数据的存储结构","C.数据的逻辑结构和存储结构","D.数据的逻辑结构、存储结构及其基本操作","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"12","xz","算法的时间复杂度是指（）","D","A.执行算法程序锁需要的时间","B.算法程序中的指令条数","C.算法程序的长度","D.分析算法的易懂性和文档性","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"13","pd","我有两块糖，吃了一块，还剩三块（）","False","A.","B.","C.","D.","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"14","pd","我有两块糖，吃了一块，还剩三块1（）","True","A.","B.","C.","D.","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"15","pd","我有两块糖，吃了一块，还剩三块2（）","False","A.","B.","C.","D.","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"16","pd","我有两块糖，吃了一块，还剩三块（）","False","A.","B.","C.","D.","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"17","pd","我有两块糖，吃了一块，还剩三块1（）","True","A.","B.","C.","D.","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"18","pd","我有两块糖，吃了一块，还剩三块2（）","False","A.","B.","C.","D.","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"19","pd","我有两块糖，吃了一块，还剩三块（）","False","A.","B.","C.","D.","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"20","pd","我有两块糖，吃了一块，还剩三块1（）","True","A.","B.","C.","D.","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"21","pd","我有两块糖，吃了一块，还剩三块2（）","False","A.","B.","C.","D.","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"22","pd","我有两块糖，吃了一块，还剩三块（）","False","A.","B.","C.","D.","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"23","pd","我有两块糖，吃了一块，还剩三块1（）","True","A.","B.","C.","D.","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"24","pd","我有两块糖，吃了一块，还剩三块2（）","False","A.","B.","C.","D.","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"25","mxz","多选测试","BCD","A.错","B.对","C.对","D.对","E.错","F.错","问答题在此处做答","对","错","2019-8-12","6","1"
"26","mxz","多选测试1","BCD","A.错","B.对","C.对","D.对","E.错","F.","问答题在此处做答","对","错","2019-8-12","5","1"
"27","mxz","多选测试2","BCD","A.错","B.对","C.对","D.对","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"28","mxz","多选测试","BCD","A.错","B.对","C.对","D.对","E.错","F.错","问答题在此处做答","对","错","2019-8-12","6","1"
"29","mxz","多选测试1","BCD","A.错","B.对","C.对","D.对","E.错","F.","问答题在此处做答","对","错","2019-8-12","5","1"
"30","mxz","多选测试2","BCD","A.错","B.对","C.对","D.对","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"31","mxz","多选测试","BCD","A.错","B.对","C.对","D.对","E.错","F.错","问答题在此处做答","对","错","2019-8-12","6","1"
"32","mxz","多选测试1","BCD","A.错","B.对","C.对","D.对","E.错","F.","问答题在此处做答","对","错","2019-8-12","5","1"
"33","mxz","多选测试2","BCD","A.错","B.对","C.对","D.对","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
"34","mxz","多选测试","BCD","A.错","B.对","C.对","D.对","E.错","F.错","问答题在此处做答","对","错","2019-8-12","6","1"
"35","mxz","多选测试1","BCD","A.错","B.对","C.对","D.对","E.错","F.","问答题在此处做答","对","错","2019-8-12","5","1"
"36","mxz","多选测试2","BCD","A.错","B.对","C.对","D.对","E.","F.","问答题在此处做答","对","错","2019-8-12","4","1"
